ID,专利,商标,著作权
1541964,0,0,0
1542048,0,0,0
1542054,0,0,0
1542451,0,0,0
1542814,0,0,0
1543414,0,0,0
1544161,0,1,1
1544918,0,0,0
1545061,1,1,0
1545334,0,1,0
1545377,0,1,1
1545707,0,0,0
1545939,0,1,0
1546004,0,0,0
1546073,0,1,1
1546378,0,0,0
1546451,0,0,0
1546842,1,1,0
1546993,0,0,0
1547119,0,0,0
1547367,1,0,0
1547959,0,0,1
1548171,0,1,1
1548787,0,1,1
1549108,0,0,0
1549305,0,1,0
1549370,1,1,0
1549444,0,0,0
1549743,0,1,1
1550356,1,0,1
1550498,0,0,0
1550675,1,0,1
1551048,1,1,1
1551161,0,1,1
1551170,0,1,1
1551450,0,0,1
1551595,0,0,0
1551959,0,1,0
1552038,1,0,1
1552042,1,1,0
1552089,1,0,1
1552308,1,1,0
1552313,1,0,1
1552435,1,1,0
1552477,0,1,0
1552738,0,0,1
1552935,0,0,0
1553081,1,0,1
1553278,0,0,1
1553506,0,0,0
1553510,1,0,1
1553588,0,0,0
1553599,1,0,1
1553630,0,1,1
1553676,1,0,1
1553682,1,0,1
1553971,1,0,1
1554140,0,0,0
1554488,1,1,0
1554541,0,1,1
1554718,0,0,0
1555145,1,0,1
1555201,0,1,0
1555208,0,0,0
1555330,0,1,0
1555555,0,1,0
1555556,0,1,1
1555605,0,0,0
1556127,0,1,1
1556264,0,0,0
1556614,1,0,1
1557033,0,0,0
1557259,0,0,0
1557402,0,1,0
1557417,0,1,1
1557691,1,1,0
1557753,0,0,0
1558244,1,0,1
1558322,0,1,1
1558325,0,0,1
1558751,1,1,1
1558909,1,0,1
1558974,0,0,0
1559038,1,0,1
1559164,1,1,1
1559550,0,0,1
1559704,0,0,0
1559765,0,0,0
1560251,1,0,0
1560256,1,0,1
1560384,0,0,0
1560684,1,0,1
1561109,1,1,0
1561246,1,1,0
1562471,1,1,0
1562480,0,0,0
1562655,0,0,0
1562919,0,1,1
1563002,0,1,0
1563147,0,0,1
1563373,1,1,1
1563492,1,1,0
1563733,0,1,0
1563909,0,0,0
1564383,1,1,0
1564440,0,1,1
1564467,1,0,0
1564563,1,0,1
1564588,1,0,1
1564932,0,1,1
1565909,1,1,0
1566228,0,0,0
1566443,0,0,0
1566455,0,0,0
1566752,0,0,0
1566918,0,1,1
1567283,1,0,0
1567328,0,0,0
1567526,0,0,0
1567703,NA,1,1
1567764,1,0,1
1567890,0,0,0
1568096,0,0,1
1568295,0,0,0
1568565,1,1,0
1568675,0,0,0
1568890,0,0,0
1569986,0,0,0
1570119,0,1,1
1570228,0,1,1
1570283,0,0,0
1570686,1,0,1
1570793,0,0,0
1570852,0,0,0
1570871,1,0,1
1571190,0,0,0
1571610,0,0,1
1571615,0,0,0
1572071,1,1,0
1572486,1,0,1
1572541,1,0,1
1572622,0,0,0
1572855,0,0,0
1573104,0,0,0
1573243,0,1,1
1573512,0,0,0
1573808,0,0,0
1573812,1,1,0
1573998,1,1,0
1574021,0,1,1
1574052,0,0,0
1574078,0,NA,0
1574095,0,0,0
1574118,0,0,0
1574508,1,0,NA
1574913,0,0,0
1575204,1,0,0
1575284,0,0,0
1575397,0,0,0
1575579,1,0,1
1575834,1,0,0
1575959,0,1,0
1576112,1,1,1
1576173,0,0,0
1576281,0,1,1
1577100,0,1,0
1577162,NA,0,0
1577364,0,0,0
1577548,0,0,0
1577627,1,1,0
1577889,0,0,0
1578227,0,0,0
1578270,1,1,1
1578643,0,0,0
1578863,0,1,1
1578865,NA,1,0
1578999,1,0,1
1579021,0,0,0
1579058,0,0,0
1579546,0,0,0
1579738,1,0,0
1579937,0,0,1
1579963,0,1,1
1580067,0,0,0
1580320,0,1,1
1580341,0,0,0
1580514,0,0,0
1580543,0,0,0
1580623,0,0,0
1580748,0,0,1
1580775,0,1,1
1580902,0,1,0
1581162,0,0,0
1581588,1,0,0
1581637,1,1,0
1582094,0,1,0
1582327,0,1,1
1582766,0,0,0
1583126,0,0,0
1583305,0,0,0
1583326,0,0,0
1583416,0,1,1
1583666,0,0,0
1584130,0,0,0
1584220,0,1,1
1584557,0,1,1
1584642,0,1,1
1584759,0,0,0
1585038,0,0,0
1585083,0,0,0
1585305,0,0,0
1585323,0,0,0
1585704,1,0,1
1585733,1,1,1
1585963,0,1,0
1586149,0,0,0
1586426,0,0,0
1586577,1,0,1
1586593,1,1,1
1587017,0,0,0
1587048,1,1,0
1587686,1,0,1
1587790,0,1,1
1588374,1,0,1
1588546,0,0,1
1588715,0,0,0
1588794,0,0,0
1589037,1,1,0
1589372,0,0,0
1589482,1,1,0
1589560,1,0,1
1589638,1,0,1
1589679,0,0,0
1590326,0,0,0
1591157,0,0,0
1591292,0,0,0
1591570,1,1,1
1591744,1,1,0
1591886,0,0,0
1592122,0,1,1
1592493,0,1,0
1592826,0,0,0
1593111,0,0,0
1593142,0,0,0
1593332,NA,0,0
1594316,0,0,0
1594818,1,1,1
1595403,0,0,0
1595413,0,0,1
1595520,0,0,0
1595861,1,1,1
1595948,0,0,0
1595986,0,1,0
1596086,1,0,0
1596206,1,1,1
1596342,0,1,1
1596767,0,0,0
1597473,1,1,0
1597926,1,1,1
1597970,0,1,1
1598073,1,0,1
1598086,1,1,0
1598291,0,0,0
1598515,1,0,1
1598614,0,0,0
1598673,0,1,1
1598683,1,0,1
1598742,1,0,1
1598821,0,0,0
1599467,1,1,0
1599673,0,1,1
1599756,1,1,1
1599962,1,0,1
1600364,1,0,0
1600795,0,1,1
1600864,0,0,0
1601285,1,1,1
1601296,1,1,1
1601763,0,1,1
1601850,0,0,0
1602115,0,0,0
1602157,0,1,0
1602301,0,0,0
1602636,0,0,0
1602657,0,1,0
1602767,0,1,0
1603294,1,0,1
1604469,0,0,0
1604597,0,0,0
1604726,1,0,1
1604747,0,1,1
1604903,0,0,0
1605152,0,0,0
1605400,0,1,1
1605484,1,0,0
1605526,0,1,1
1605853,0,1,1
1606308,0,0,0
1606581,0,0,NA
1606714,1,0,1
1606805,0,0,0
1607109,1,0,1
1607335,0,0,1
1607490,0,0,0
1607659,1,1,0
1607717,1,1,0
1608550,0,0,0
1608624,1,1,1
1608682,1,0,1
1608910,0,1,0
1608999,0,0,0
1609290,0,0,0
1609337,0,1,1
1609358,0,0,0
1609359,0,0,0
1609374,0,0,0
1609544,0,0,0
1609876,1,1,0
1610028,0,1,1
1610226,0,1,1
1610437,0,0,0
1610448,1,0,1
1610545,1,0,1
1611112,1,0,0
1611156,0,1,0
1611327,0,1,1
1611636,0,0,1
1612041,0,0,0
1612283,0,1,1
1612351,0,1,0
1612564,0,0,0
1612906,0,0,0
1613028,0,0,1
1613267,1,1,1
1613414,1,0,1
1613835,0,0,1
1613843,0,1,0
1613969,1,1,1
1614427,0,0,0
1614727,0,1,1
1614877,0,1,1
1614956,1,0,1
1615426,0,0,0
1615517,1,1,1
1615575,0,0,0
1615742,0,0,0
1615743,0,0,0
1616280,0,0,0
1616377,0,1,1
1616388,0,0,0
1616530,0,0,0
1616897,0,1,0
1616902,0,1,1
1617273,0,0,0
1617408,0,0,0
1617538,0,0,0
1617765,0,0,0
1618072,0,0,0
1618149,1,1,0
1618406,0,1,0
1618560,0,0,1
1618739,1,0,1
1618853,0,0,0
1619701,0,0,0
1619727,0,0,0
1620759,1,1,0
1620870,NA,0,0
1620885,1,1,1
1621155,0,0,0
1621322,1,1,0
1621379,0,0,0
1621426,0,1,1
1621883,1,1,1
1621981,0,1,1
1622204,0,0,0
1622237,1,0,1
1622401,0,0,0
1622579,0,0,0
1622803,0,0,0
1622835,1,1,0
1622940,0,0,1
1622983,1,1,0
1622999,0,0,0
1623058,0,1,1
1623234,0,0,0
1623364,1,1,1
1623686,0,0,0
1624077,0,0,0
1624210,0,0,0
1624377,0,1,1
1624596,1,0,1
1624639,0,0,0
1625102,0,0,0
1626485,0,1,1
1626491,1,0,0
1626522,1,1,0
1626851,0,0,0
1627004,1,1,0
1627376,0,0,1
1627519,0,0,0
1627804,0,1,0
1628053,1,1,0
1628357,0,1,0
1628603,0,0,0
1628782,0,0,0
1628855,0,0,0
1628870,1,1,1
1628891,0,0,0
1628959,0,0,0
1629041,1,1,1
1629120,0,0,0
1629154,1,1,0
1629341,0,1,1
1629695,0,0,0
1629885,0,0,0
1630031,0,0,0
1630092,0,0,0
1630623,0,0,0
1630780,1,0,0
1631303,0,0,0
1631737,0,0,0
1631880,0,1,0
1631894,0,0,0
1632077,0,1,1
1632150,1,1,1
1632392,1,1,1
1632618,0,0,0
1632699,0,0,0
1632820,1,1,0
1633229,0,0,0
1633267,0,0,0
1633526,1,0,0
1633806,NA,1,1
1633998,0,0,1
1634555,0,0,0
1634804,0,1,1
1634838,1,0,0
1635213,0,0,0
1635286,1,1,1
1635342,0,0,0
1635510,1,1,0
1635616,0,0,0
1635653,1,0,1
1636188,0,0,0
1636272,1,1,1
1636390,0,0,0
1636439,1,1,0
1636498,1,0,1
1636949,0,0,0
1637547,0,0,0
1637583,0,0,0
1637815,0,0,0
1639429,0,0,0
1639947,0,0,0
1639997,1,1,0
1640001,0,0,0
1640082,0,0,0
1640207,0,0,0
1640213,0,1,0
1640286,1,0,1
1640344,0,0,0
1640432,0,0,0
1640442,1,1,0
1640605,1,1,0
1640660,1,1,0
1641174,0,1,1
1641388,1,1,1
1641444,0,1,1
1641614,0,0,0
1641640,0,0,0
1641777,0,0,0
1641922,0,1,0
1642240,0,0,0
1642407,1,1,1
1642413,0,1,1
1642541,0,0,0
1643125,1,1,0
1643142,0,0,0
1643870,0,NA,0
1644155,0,0,0
1644437,1,0,1
1644550,0,1,0
1644599,0,1,1
1644604,1,1,1
1645473,1,0,1
1645790,1,1,0
1645803,0,0,0
1646133,1,1,0
1646178,0,0,0
1646219,1,1,0
1646397,0,NA,0
1646701,0,1,1
1646791,0,0,0
1646822,0,1,0
1646984,0,0,0
1647075,1,0,1
1647562,1,1,NA
1647630,0,0,NA
1648300,0,0,0
1648645,1,1,0
1648751,0,1,1
1649184,0,0,0
1650152,0,0,0
1650501,0,1,1
1650760,0,0,0
1650913,0,0,0
1650939,0,0,0
1651040,1,0,1
1651050,0,0,0
1651227,0,0,0
1651314,0,0,0
1651707,1,0,0
1651987,1,0,1
1652374,0,0,0
1652376,0,1,0
1652620,1,0,1
1652712,1,1,1
1653015,0,0,1
1653042,0,0,0
1653678,0,0,0
1653682,0,0,0
1653683,0,0,0
1654023,0,0,0
1654067,0,1,1
1654156,1,1,1
1654195,0,0,0
1654408,0,1,1
1654492,1,0,1
1654655,1,NA,1
1654662,0,1,1
1654736,1,0,1
1655290,0,1,1
1655453,0,0,0
1655782,0,0,0
1655879,0,0,0
1655958,1,1,1
1656036,0,0,0
1656141,1,0,1
1656394,0,0,0
1656882,1,1,0
1656983,0,0,0
1657046,0,0,0
1657325,0,1,1
1657578,0,1,1
1658631,0,0,0
1658933,1,0,1
1659413,0,0,0
1659482,0,0,0
1660617,0,0,0
1661151,0,0,0
1661463,0,0,0
1661464,0,0,0
1661504,1,0,1
1661588,0,0,1
1661927,0,1,0
1662067,0,1,0
1662401,1,1,0
1662427,1,1,0
1662509,1,0,1
1662646,1,0,1
1662745,1,1,0
1663353,1,1,0
1663859,0,1,1
1664238,0,0,1
1664441,1,0,1
1664506,1,1,0
1664708,0,1,1
1664793,1,1,1
1665089,0,1,0
1665271,0,0,0
1665604,0,1,1
1665627,0,0,0
1665850,0,0,0
1665998,0,0,1
1666032,1,0,1
1666279,0,1,1
1666316,1,0,0
1666620,0,0,0
1667412,1,1,0
1667972,0,0,0
1667976,0,1,0
1667986,0,0,0
1668086,1,1,0
1668172,0,0,0
1668500,1,0,0
1668537,0,1,1
1668592,0,0,0
1668877,0,1,1
1668897,0,0,0
1669043,1,0,1
1669057,0,0,0
1669088,1,0,0
1669432,0,0,0
1669468,0,0,0
1669472,1,1,0
1669695,1,0,0
1669713,0,0,0
1669785,1,0,1
1670257,0,0,0
1670330,0,0,0
1670426,0,0,0
1670623,0,0,0
1670781,1,0,0
1670880,0,0,0
1671014,0,0,0
1671253,0,0,0
1671302,0,0,0
1671778,0,0,1
1671788,0,0,0
1671803,0,0,0
1671885,0,0,0
1671933,1,1,1
1672070,0,1,1
1672121,0,0,0
1672294,0,1,1
1672339,0,1,1
1672372,0,1,1
1672446,0,1,1
1672731,0,0,0
1672846,0,1,1
1673017,1,1,0
1673168,0,0,0
1673789,1,1,0
1674162,0,1,1
1674163,0,0,0
1674245,0,0,0
1674840,0,1,1
1674885,0,1,0
1674914,1,1,0
1674956,0,0,0
1674963,0,0,0
1675064,1,0,1
1675172,0,1,1
1675297,0,0,1
1675324,1,1,0
1675360,0,1,1
1675425,1,0,1
1676107,1,1,0
1676133,0,0,0
1676616,0,1,1
1676840,0,0,0
1676951,0,0,0
1676991,1,1,1
1677460,0,0,0
1677807,0,NA,0
1678408,0,0,0
1678825,0,0,0
1679165,0,1,1
1679324,0,1,1
1679396,0,NA,1
1679800,1,1,0
1679860,0,1,1
1680004,0,0,0
1680063,0,1,0
1680171,0,0,0
1680587,0,0,0
1680634,0,0,0
1681149,0,1,1
1681176,0,1,1
1681406,0,1,1
1681854,0,0,0
1681930,0,0,0
1682247,0,0,1
1682593,0,0,0
1683275,0,0,0
1683416,0,1,0
1683604,0,1,1
1683613,1,1,0
1684689,1,0,1
1685081,1,1,0
1685339,0,0,1
1685428,0,0,0
1685500,0,1,1
1685532,0,1,1
1685598,1,1,1
1685642,1,1,0
1685901,0,1,1
1686244,0,0,1
1686602,0,0,0
1687142,1,1,0
1687164,1,1,1
1687566,0,0,0
1688216,1,0,1
1688510,0,0,0
1688630,0,0,0
1688735,0,0,0
1689046,0,1,0
1689074,1,0,1
1689150,1,0,1
1689713,0,0,0
1689852,1,1,0
1690112,0,0,0
1690220,0,0,0
1690458,0,1,1
1690483,0,0,0
1691311,1,0,1
1691602,0,0,1
1691666,0,1,1
1691736,0,0,0
1692197,0,1,1
1692738,0,0,0
1692828,0,0,1
1693304,1,1,1
1693320,1,1,1
1693453,1,1,1
1693730,0,0,0
1694172,0,0,0
1694300,0,1,1
1694345,0,0,1
1695407,0,0,0
1695942,0,1,1
1696559,0,0,0
1696973,0,0,0
1697369,1,0,1
1697601,0,0,0
1697892,0,0,0
1698598,0,0,0
1698919,1,0,1
1698959,0,1,1
1699128,1,1,0
1699411,0,0,1
1699558,1,0,1
1699580,0,0,0
1699624,1,0,1
1699632,0,1,1
1699786,1,1,0
1699818,1,1,0
1700027,0,0,0
1700090,0,1,1
1700100,0,1,1
1700157,1,0,1
1700161,0,0,0
1700197,0,0,1
1700325,1,1,1
1700331,0,0,0
1700653,0,0,0
1700670,0,1,0
1700712,0,1,1
1700777,1,0,1
1700934,0,0,0
1700968,0,0,0
1701028,1,1,0
1701283,1,0,1
1701380,0,0,0
1701571,0,0,0
1701573,1,1,0
1702233,0,0,0
1702466,0,0,0
1702877,0,1,1
1703218,1,1,1
1703226,1,0,1
1703540,1,1,0
1703577,0,1,1
1703683,0,0,0
1703940,0,0,0
1703999,0,0,0
1704237,1,1,1
1704478,0,0,0
1705465,0,0,0
1706026,0,0,0
1706399,0,0,0
1706582,0,0,0
1706603,0,0,0
1707082,1,1,0
1707182,1,1,0
1707384,0,0,0
1707518,1,0,1
1707712,1,0,1
1707869,0,0,0
1707939,0,0,0
1708099,0,0,0
1708298,0,1,0
1708455,1,1,0
1708473,1,1,0
1709038,1,0,1
1709046,0,0,0
1709049,0,0,0
1709141,0,1,1
1709187,0,0,0
1709196,0,1,1
1709677,0,0,0
1709977,1,0,1
1710069,0,0,0
1710319,0,0,0
1710364,0,1,1
1710373,0,0,1
1710388,1,0,1
1710760,1,1,1
1710780,0,1,0
1710857,0,0,0
1711095,0,0,0
1711173,0,1,1
1711223,1,1,0
1711347,0,1,1
1711421,0,0,0
1711453,0,0,0
1711458,1,0,1
1711509,1,0,1
1711902,0,0,0
1711903,0,0,0
1712276,0,0,0
1713042,0,1,1
1713325,0,0,0
1713384,1,1,1
1713387,0,0,0
1713587,0,0,0
1714528,0,0,0
1714551,0,0,0
1714727,0,1,1
1714784,1,1,0
1715077,0,0,0
1715301,0,0,0
1715305,0,1,1
1715574,1,1,0
1715803,0,0,0
1715889,1,0,1
1715903,1,1,1
1716366,1,0,1
1717972,0,0,0
1717983,0,0,0
1718152,1,1,0
1718256,1,1,0
1718389,1,1,0
1718546,1,1,0
1718743,0,1,1
1718881,0,0,0
1718941,0,0,0
1719238,1,0,1
1719437,0,1,1
1719442,0,0,0
1719467,0,0,1
1719533,1,0,1
1719627,0,0,0
1719798,0,0,0
1720047,1,1,1
1720484,1,1,1
1720624,1,1,1
1720628,0,0,0
1721032,0,0,1
1721049,0,1,0
1721356,0,1,1
1721658,0,0,0
1721751,1,0,1
1721886,1,1,1
1722064,0,1,0
1722115,1,1,0
1722154,0,0,0
1722497,0,0,1
1722718,0,0,0
1723372,1,1,0
1723822,0,1,1
1724006,0,0,0
1724243,0,0,0
1724596,0,0,NA
1724803,0,0,0
1725027,0,0,0
1725035,1,1,0
1725231,1,0,1
1725377,1,0,1
1725460,0,1,1
1725602,0,0,0
1725914,0,0,1
1726030,0,0,0
1726682,1,0,0
1726837,0,0,0
1727313,0,0,0
1727497,1,1,0
1728074,0,0,0
1728098,0,1,1
1728137,0,0,0
1728264,0,0,0
1728403,1,0,1
1728452,0,1,1
1728880,0,1,1
1729047,1,1,0
1729930,1,1,0
1730094,1,1,1
1730344,1,1,1
1730609,1,0,1
1731032,0,1,1
1731620,0,0,0
1731884,0,0,0
1731891,1,1,0
1732055,0,0,0
1732365,0,0,0
1732608,1,0,1
1732761,0,0,0
1733150,0,0,0
1733231,0,0,0
1733366,0,0,0
1733412,0,0,0
1733641,0,1,1
1733776,1,1,0
1734047,0,0,0
1734057,0,0,1
1734338,1,1,0
1735479,1,1,0
1735529,0,0,0
1735770,0,0,0
1735841,1,0,1
1736325,0,0,1
1737205,1,0,0
1737250,0,0,0
1737456,0,0,0
1737641,0,0,0
1738072,1,1,0
1738132,0,0,0
1738193,0,0,0
1738210,0,0,0
1738307,0,1,1
1738504,0,0,0
1738524,1,1,0
1738951,0,0,1
1739051,0,0,0
1739572,0,1,1
1739768,0,0,1
1739828,0,0,0
1739865,1,0,0
1740444,1,1,0
1740489,1,1,1
1740666,0,0,1
1740946,NA,0,1
1741036,1,1,1
1741052,0,0,0
1741181,0,1,1
1741595,1,0,0
1742074,0,1,1
1742247,1,0,1
1742313,0,1,1
1742432,0,0,0
1742662,0,0,0
1742696,0,0,0
1743090,0,0,0
1743700,0,0,0
1743844,0,0,0
1743894,0,0,0
1744353,1,1,0
1744492,0,1,1
1744518,0,0,0
1744702,1,0,1
1744721,1,1,0
1744852,0,1,0
1745031,0,1,1
1745205,1,1,0
1745443,0,1,1
1745722,1,1,1
1745860,1,0,0
1746520,1,1,1
1746757,1,0,0
1746892,0,0,1
1746905,0,1,1
1747030,0,0,0
1747041,0,1,0
1747512,0,0,0
1748099,1,1,0
1748212,0,0,1
1748330,1,1,0
1748500,1,0,0
1748837,0,0,0
1749733,1,0,1
1749830,0,0,0
1749953,0,0,1
1750038,0,0,0
1750417,1,1,1
1750612,0,1,1
1750693,0,0,0
1750794,0,0,0
1751013,0,0,0
1751356,1,1,1
1751487,0,0,0
1751817,0,1,0
1752013,0,1,1
1752023,0,0,0
1752224,0,1,1
1752636,0,1,1
1753084,0,1,0
1753312,1,0,1
1753885,0,0,0
1753894,1,1,0
1753958,0,0,0
1754013,0,0,0
1754237,0,1,1
1754353,0,0,0
1754531,0,0,0
1754581,0,1,1
1754616,0,0,1
1754767,0,0,0
1754775,1,0,1
1754897,0,1,1
1755371,0,0,0
1755575,0,0,0
1755581,1,0,0
1756003,1,1,0
1756105,0,1,1
1756280,1,1,1
1756414,1,0,1
1756744,0,0,0
1756906,0,0,0
1756934,1,0,1
1757058,1,1,0
1757125,1,0,1
1757231,1,0,1
1757337,0,0,0
1757415,0,0,0
1757830,0,NA,0
1758026,1,0,0
1758324,0,0,0
1758542,0,0,0
1758693,0,0,0
1759024,0,0,0
1759062,0,1,1
1759857,0,1,1
1759990,0,0,1
1760360,0,0,0
1760617,1,0,1
1760708,0,0,0
1760931,0,0,0
1761516,0,1,1
1761655,NA,1,1
1761663,1,0,1
1761989,1,0,1
1762085,0,0,0
1762194,0,1,1
1762298,0,1,1
1762392,0,0,0
1762963,0,0,0
1763347,0,0,0
1763405,0,0,0
1763525,0,1,1
1763730,1,1,0
1764604,0,1,1
1764879,0,0,0
1764911,0,0,0
1765433,0,1,1
1765704,0,1,1
1765819,1,1,1
1766261,0,0,0
1766331,0,0,0
1766347,1,1,0
1767558,1,0,1
1768353,1,0,1
1768988,0,0,0
1769182,0,0,0
1769328,0,0,0
1769343,1,1,0
1769359,1,0,0
1769391,0,0,0
1769621,NA,0,0
1769622,1,1,1
1769890,1,1,0
1769972,1,0,0
1770100,0,0,0
1770237,0,0,0
1770268,0,0,0
1770416,1,0,0
1771420,1,1,1
1772385,0,0,0
1772526,0,0,0
1772634,0,0,0
1772745,1,0,0
1772834,1,0,0
1772863,0,0,0
1773002,0,1,NA
1773155,1,1,1
1773168,0,0,0
1773396,0,0,0
1773760,0,0,1
1773939,0,0,0
1773945,1,0,0
1773948,0,0,0
1773977,0,0,0
1774471,0,0,0
1774659,1,1,0
1774792,0,0,0
1774890,0,0,0
1774986,0,0,1
1775053,1,1,1
1775148,1,0,1
1775150,0,0,0
1775398,1,1,0
1775441,1,0,1
1775840,0,0,0
1776023,1,0,1
1776697,0,1,1
1776890,0,0,0
1777207,0,0,0
1777213,0,0,0
1777337,0,0,0
1777525,1,NA,1
1777760,1,1,1
1777929,1,1,0
1777932,1,0,1
1778166,0,1,1
1778249,0,0,0
1778269,0,0,0
1778314,1,0,1
1778334,0,1,0
1778483,1,1,1
1778861,0,0,0
1778949,0,0,0
1778985,0,0,0
1779110,1,1,1
1779260,0,1,1
1779447,0,0,0
1780082,1,1,1
1780485,1,0,1
1780630,0,0,0
1780656,1,1,0
1780759,0,0,0
1780779,1,0,1
1781757,1,0,1
1782142,0,0,0
1782294,0,0,0
1782582,NA,0,0
1782701,0,0,0
1782758,0,0,0
1783094,0,1,1
1783098,0,0,0
1783138,1,1,1
1783302,1,1,0
1783596,0,0,0
1783866,0,0,0
1784291,1,0,0
1784294,1,1,1
1784368,1,1,0
1784558,0,0,0
1784581,0,0,0
1785321,1,1,1
1785412,1,1,1
1785431,0,1,1
1785492,0,0,0
1785509,0,0,0
1785577,0,0,0
1785617,0,0,0
1786213,0,1,1
1786216,0,1,0
1786582,0,1,1
1786605,0,0,0
1786621,1,NA,1
1786626,1,0,1
1786675,1,0,1
1786681,0,0,0
1786982,0,1,1
1786991,0,0,0
1787123,0,0,0
1787346,0,0,0
1787400,0,0,0
1787541,1,0,1
1787738,0,0,0
1787828,1,1,0
1788086,0,1,1
1788185,0,1,0
1788239,0,0,0
1788609,0,1,1
1788646,0,1,0
1789148,1,0,0
1789181,0,0,0
1789421,0,0,0
1789856,0,0,0
1790161,0,0,0
1790246,0,0,0
1790588,0,0,0
1790612,0,0,0
1790625,1,0,0
1790647,0,0,0
1790739,0,0,1
1791467,1,1,1
1791801,1,0,0
1792078,0,0,0
1792226,0,1,NA
1792612,0,1,0
1792882,1,1,0
1793008,0,0,0
1793232,1,1,1
1793863,0,0,0
1793950,1,0,0
1794983,0,1,1
1795028,0,0,0
1795290,0,0,0
1795486,0,0,0
1795573,1,0,1
1795594,0,1,1
1796087,0,1,0
1796264,1,1,0
1797130,1,0,1
1797189,1,1,0
1797304,1,0,0
1797482,0,0,0
1798450,0,0,0
1798501,1,0,0
1798505,1,0,0
1798786,0,1,1
1798851,0,0,0
1798972,0,0,0
1798974,1,1,NA
1799452,0,0,0
1799490,1,1,0
