ID,year,债权融资额度,债权融资成本,股权融资额度,股权融资成本,内部融资和贸易融资额度,内部融资和贸易融资成本,项目融资和政策融资额度,项目融资和政策融资成本
1523804,2016,0,0,0,0,0,0,676.9,40.614
1523906,NA,0,0,0,0,0,0,5368,322.08
1524414,2016,0,0,NA,0,61104,3666.24,0,0
1524478,2016,0,0,0,0,15930,955.8,0,0
1524505,2016,0,0,0,0,0,0,860.4,51.624
1524619,2016,0,0,1237.5,49.5,0,0,0,0
1524724,2016,0,0,0,0,814.8,48.888,0,0
1524900,2016,0,0,0,0,1814.4,108.864,0,0
1525188,2016,0,0,0,0,43056,2583.36,0,0
1525366,2016,0,0,0,0,0,0,274.4,16.464
1525478,2016,0,0,0,0,15897.6,953.856,0,0
1525939,2016,2385,190.8,0,0,0,0,0,0
1526009,2016,0,0,0,0,99234,5954.04,0,0
1526225,2016,0,0,0,0,137475,8248.5,0,0
1526718,2016,0,0,16035.84,641.4336,0,0,0,0
1526808,2016,0,0,0,0,0,0,5624,337.44
1526853,2016,0,0,49597.92,1983.9168,NA,0,0,0
1526953,2016,0,0,0,0,105192,6311.52,0,0
1527101,2016,0,0,327.6,13.104,0,0,0,0
1527896,2016,0,0,0,0,28627.2,1717.632,0,0
1527897,2016,0,0,8971.2,358.848,0,0,0,0
1527962,2016,4800,384,0,0,0,0,0,0
1528324,2016,23100,1848,0,0,0,0,0,0
1528326,2016,0,0,0,NA,29126.4,1747.584,0,0
1528739,2016,0,0,5665.92,226.6368,0,0,0,0
1528976,2016,0,0,0,0,22800,1368,0,0
1529280,2016,0,0,0,0,71442,4286.52,0,0
1529359,2016,0,0,0,0,0,0,11114.4,666.864
1529596,2016,5424,433.92,0,0,0,0,0,0
1529945,2016,0,0,0,0,8167.5,490.05,0,0
1500001,2017,0,0,0,0,91182,5470.92,0,0
1500321,2017,0,0,0,0,394099.2,23645.952,0,0
1500395,2017,0,0,0,0,83752.2,5025.132,0,0
1500614,2017,0,0,0,0,0,0,6184,371.04
1501057,2017,0,0,3078,123.12,0,0,0,0
1501449,2017,0,0,0,0,NA,0,2142,128.52
1501967,2017,0,0,21150.72,846.0288,0,0,0,0
1502041,2017,0,0,153216,NA,0,0,0,0
1502067,2017,0,0,0,0,0,0,6744,404.64
1502243,2017,0,0,0,0,0,0,2682,160.92
1502280,2017,0,0,6644.4,265.776,0,0,0,0
1502584,2017,0,0,7420.16,296.8064,0,0,0,0
1503006,2017,0,0,0,0,0,0,387.6,23.256
1503369,2017,2388,191.04,0,0,0,0,0,0
1503926,2017,0,0,0,0,0,0,4668,280.08
1504434,2017,0,0,0,0,0,0,552.6,33.156
1504745,2017,0,0,1196.4,47.856,0,0,0,0
1504813,2017,0,0,0,0,104880,6292.8,0,0
1505021,2017,10920,873.6,0,0,NA,0,0,0
1505078,2017,8472,677.76,0,0,0,0,0,0
1505225,2017,0,0,0,0,0,0,732,43.92
1505270,2017,0,0,0,0,0,0,853,51.18
1505351,2017,0,0,0,0,9895.5,593.73,0,0
1505369,2017,0,0,0,0,0,0,7572,454.32
1505753,2017,0,0,0,0,104328,6259.68,0,0
1505911,2017,0,0,0,0,0,0,1809.6,108.576
1506083,2017,0,0,12312,492.48,0,0,0,0
1506159,2017,0,0,64152,2566.08,0,0,0,0
1506268,2017,0,0,6402.56,256.1024,0,0,0,0
1506529,2017,0,0,0,0,0,0,210,12.6
1507545,2017,0,0,0,0,195840,11750.4,0,0
1507705,2017,11084,886.72,0,0,0,0,0,0
1508078,2017,0,0,12300,492,0,0,0,0
1508300,2017,0,0,0,0,0,0,2060,123.6
1508378,2017,0,0,0,0,68634,4118.04,0,0
1508639,2017,0,0,67808.16,2712.3264,0,0,0,0
1508716,2017,0,0,0,0,34560,2073.6,0,0
1510382,2017,0,0,326.4,13.056,0,0,0,0
1510583,2017,0,0,0,0,0,0,5412,324.72
1510832,2017,0,0,0,0,0,0,28118,1687.08
1511001,2017,0,0,0,0,100947,6056.82,0,0
1511006,2017,0,0,0,0,16195.2,971.712,0,0
1511038,2017,0,0,8726.4,349.056,0,0,0,0
1511071,2017,0,0,0,0,153720,9223.2,0,0
1511327,2017,0,0,48537.6,1941.504,0,0,0,0
1511390,2017,0,0,0,0,0,0,6156,369.36
1511633,2017,0,0,0,0,22680,1360.8,0,0
1511944,2017,0,0,597.8,23.912,0,0,0,0
1512286,2017,0,0,618.24,24.7296,0,0,0,0
1512414,2017,0,0,0,0,0,0,464,27.84
1512644,2017,0,0,8336.64,333.4656,0,0,0,0
1513238,2017,0,0,0,0,884972.4,53098.344,0,0
1513300,2017,0,0,14438.4,577.536,0,0,0,0
1513319,2017,0,0,69,2.76,0,0,0,0
1513491,2017,0,0,0,0,71557.2,4293.432,0,0
1513523,2017,0,0,0,0,1560.6,93.636,0,0
1513543,2017,0,0,0,0,0,0,455,27.3
1513612,2017,0,0,10081.5,403.26,0,0,0,0
1513771,2017,0,0,0,0,49410,2964.6,0,0
1513846,2017,0,0,0,0,0,0,566.4,33.984
1513913,2017,0,0,0,0,84220.8,5053.248,0,0
1514073,2017,0,0,0,0,3078,184.68,0,0
1514287,2017,0,0,0,0,0,0,2872.8,172.368
1514456,2017,10620,849.6,0,0,0,0,0,0
1514859,2017,5320,425.6,0,0,0,0,0,0
1514971,2017,0,0,0,0,0,0,845,50.7
1515386,2017,1755,140.4,0,0,0,0,0,0
1515632,2017,0,0,0,0,8064,483.84,0,0
1515769,2017,0,0,28392,1135.68,0,0,0,0
1515839,2017,0,0,0,0,0,0,1519.2,91.152
1515871,2017,36708,2936.64,0,0,0,0,NA,0
1515919,2017,0,0,357.12,14.2848,0,0,0,0
1516400,2017,3948,315.84,0,0,0,0,0,0
1516606,2017,18396,1471.68,0,0,0,0,0,0
1516732,2017,0,0,0,0,126654,7599.24,0,0
1516743,2017,0,0,0,0,0,0,5827.2,349.632
1516890,2017,0,0,1231.2,49.248,0,0,0,0
1516993,2017,0,0,50135.04,2005.4016,0,0,0,0
1517061,2017,0,0,6652.8,266.112,0,0,0,0
1517125,2017,0,0,26737.92,1069.5168,0,NA,0,0
1517424,2017,0,0,68889.6,2755.584,0,0,0,0
1517776,2017,0,0,0,0,0,0,3287.8,197.268
1517809,2017,0,0,7309.44,292.3776,NA,0,0,0
1517844,2017,0,0,10206,408.24,0,0,0,0
1517864,2017,0,0,0,0,0,0,4810,288.6
1517886,2017,0,0,0,0,0,0,561.6,33.696
1518087,2017,19810,1584.8,0,0,0,0,0,0
1518318,2017,0,0,0,0,0,0,3456,207.36
1518425,2017,0,0,0,0,117000,7020,0,0
1519109,2017,0,0,0,0,113646,6818.76,0,0
1519114,2017,0,0,1072,42.88,0,0,0,0
1519252,2017,0,0,175.8,7.032,0,0,0,0
1519515,2017,33280,2662.4,0,0,0,0,0,0
1519586,2017,5899,471.92,0,0,0,0,0,0
1519595,2017,3405,272.4,0,0,0,0,0,0
1519760,2017,0,0,0,0,152380.8,9142.848,0,0
1520230,2017,0,0,0,0,0,0,3208.8,192.528
1520235,2017,0,0,2688,107.52,0,0,0,0
1520882,2017,27936,2234.88,0,0,0,0,0,0
1520907,2017,0,0,0,0,40800,2448,0,0
1521133,2017,0,0,56336.28,2253.4512,0,0,NA,0
1521202,2017,6768,541.44,0,0,0,0,0,0
1521636,2017,0,0,0,0,59052,3543.12,0,0
1521892,2017,5028,402.24,0,0,0,0,0,0
1522023,2017,0,0,0,0,0,0,994,59.64
1522152,2017,0,0,5920.64,236.8256,0,0,0,0
1522375,2017,0,0,0,0,28674,1720.44,0,0
1522430,2017,0,0,145920,5836.8,0,0,0,0
1522507,2017,14730,1178.4,0,0,0,0,0,0
1522618,NA,0,0,0,0,614055,36843.3,0,0
1523136,2017,0,0,0,0,0,0,13436.8,806.208
1523287,2017,0,0,0,0,145025.1,8701.506,0,0
1523583,2017,13410,1072.8,0,0,0,0,0,0
1523804,2017,0,0,62661.6,NA,0,0,0,0
1523906,2017,0,0,0,0,0,0,9058.5,543.51
1524414,2017,6700,536,0,0,0,0,0,0
1524478,2017,0,0,3823.2,152.928,0,0,0,0
1524505,2017,0,0,3632.8,145.312,0,0,0,0
1524619,2017,660,52.8,0,0,0,0,0,0
1524724,2017,0,0,1501.56,60.0624,0,0,0,0
1524900,2017,0,0,1209.6,48.384,0,0,0,0
1525188,2017,3220,257.6,0,0,0,0,0,0
1525366,2017,0,0,15523.2,620.928,0,0,0,0
1525478,2017,0,0,0,0,10060.2,603.612,0,0
1525939,2017,0,0,0,0,0,0,2862,171.72
1526009,2017,0,0,61954.2,2478.168,0,0,0,0
1526225,2017,9100,728,0,0,0,0,0,0
1526718,2017,0,0,0,0,0,0,3840,230.4
1526808,2017,0,0,0,0,267632.1,16057.926,0,0
1526853,2017,0,0,3204,128.16,0,0,0,0
1526953,2017,23376,1870.08,0,0,0,0,0,0
1527101,2017,0,0,1173.12,46.9248,0,0,0,0
1527896,2017,0,0,10965.24,438.6096,0,0,0,0
1527897,2017,NA,0,14952,598.08,0,0,0,0
1527962,2017,0,0,3400,136,0,0,0,0
1528324,2017,0,0,0,0,0,0,3150,189
1528326,2017,0,0,0,0,0,0,1776,106.56
1528739,NA,12712,1016.96,0,0,0,0,0,0
1528976,2017,0,0,0,0,18895.5,1133.73,0,0
1529280,2017,0,0,0,0,0,0,7840,470.4
1529359,2017,0,0,0,0,254620.8,15277.248,0,0
1529596,2017,0,0,0,0,204078,12244.68,0,0
1529945,2017,0,0,2916,116.64,0,0,0,0
1530029,2015,0,0,0,0,88042.5,5282.55,0,0
1530553,2015,0,0,0,0,33825.6,2029.536,0,0
1530732,2015,322,25.76,0,0,0,0,0,0
1530777,2015,0,0,201.42,8.0568,0,0,0,0
1530981,2015,0,0,0,0,0,0,5952,357.12
1531028,2015,2130,170.4,0,0,0,0,0,0
1531103,2015,0,0,0,0,0,0,3027.6,181.656
1531354,2015,3050,244,0,0,0,0,0,0
1531382,2015,0,0,5437.44,217.4976,0,0,0,0
1531823,2015,1366,109.28,0,0,0,0,0,0
1531870,2015,NA,0,0,0,0,0,7308,438.48
1531975,2015,0,0,2569,102.76,0,0,0,0
1532103,2015,0,0,0,0,150420,9025.2,0,0
1532325,2015,0,0,0,0,0,0,15552,NA
1532387,2015,8757,700.56,0,0,0,0,0,0
1532409,2015,7950,636,0,0,0,0,0,0
1532743,2015,0,0,0,0,33331.2,1999.872,0,0
1532784,2015,0,0,0,0,NA,0,22687.5,1361.25
1532937,2015,0,0,0,0,33493.5,2009.61,0,0
1533285,2015,0,0,0,0,12420,745.2,0,0
1533388,2015,792,63.36,0,0,0,0,0,0
1533480,2015,0,0,0,0,25164,1509.84,0,0
1533776,2015,0,0,0,0,37573.2,2254.392,0,0
1534034,2015,0,0,0,0,0,0,18564,1113.84
1534531,2015,0,0,0,0,0,0,3619,217.14
1534705,2015,10920,873.6,0,0,0,0,0,0
1535213,2015,2031,162.48,0,0,0,0,0,0
1535816,2015,0,0,0,0,242726.4,14563.584,0,0
1536051,2015,0,0,0,0,74025,4441.5,0,0
1536142,2015,21450,1716,0,0,0,0,0,NA
1536192,2015,27720,2217.6,0,0,0,0,0,0
1536728,2015,0,0,0,0,0,0,290,17.4
1537229,2015,0,0,78249.6,3129.984,0,0,0,0
1537333,2015,0,0,776.16,31.0464,0,0,0,0
1537540,2015,3520,281.6,0,0,0,0,0,0
1537612,2015,10500,840,0,0,0,0,0,0
1537739,2015,0,0,0,0,2930.4,175.824,0,0
1537885,2015,0,0,0,0,66748.5,4004.91,0,0
1538213,2015,0,0,0,0,10065.6,603.936,0,0
1538281,2015,0,0,59028.48,2361.1392,0,0,0,0
1538455,2015,0,0,18096,723.84,0,0,NA,0
1539014,2015,1288,103.04,0,0,0,0,0,0
1539040,2015,0,0,NA,0,72912,4374.72,0,0
1539261,2015,275,22,0,0,0,0,0,0
1540121,2015,0,0,0,0,0,0,1992,119.52
1540157,2015,31710,2536.8,0,0,0,0,0,0
1540298,2015,0,0,1218.36,48.7344,0,0,0,0
1540401,2015,0,0,877.8,35.112,0,0,0,0
1540450,2015,24930,1994.4,0,0,0,0,NA,0
1541192,2015,0,0,14688,587.52,0,0,0,0
1541304,2015,14168,1133.44,0,0,0,0,0,0
1541635,2015,0,0,0,0,0,0,96.6,5.796
1541753,2015,6840,547.2,0,0,0,0,0,0
1541964,2015,825,66,0,0,0,0,0,0
1542048,2015,0,0,2482,99.28,0,0,0,0
1542054,2015,0,0,0,0,44409.6,2664.576,0,0
1542451,2015,0,0,0,0,37620,2257.2,0,0
1542814,2015,0,0,NA,0,0,0,305,18.3
1543414,2015,10170,813.6,0,0,0,0,0,0
1544161,2015,0,0,0,0,128908.8,7734.528,0,0
1544918,NA,0,0,27510,1100.4,0,0,0,0
1545061,2015,0,0,0,0,0,0,8240.4,494.424
1545334,2015,15720,1257.6,0,0,0,0,0,0
1545377,2015,NA,0,0,0,42588,2555.28,0,0
1545707,2015,0,0,15065.6,602.624,0,0,0,0
1545939,2015,4140,331.2,0,0,0,0,0,0
1546004,2015,0,0,0,0,215325,12919.5,0,0
1546073,2015,6912,552.96,0,0,0,0,0,0
1546378,2015,0,0,4140,165.6,0,0,0,0
1546451,2015,0,NA,0,0,0,0,6880,412.8
1546842,2015,0,0,0,0,173577.6,10414.656,0,0
1546993,2015,0,0,40834.56,1633.3824,0,0,0,0
1547119,2015,820,65.6,0,0,0,0,0,0
1547367,2015,0,0,0,0,0,0,12112.5,726.75
1547959,2015,27540,2203.2,0,0,0,0,0,0
1548171,2015,0,0,56347.2,NA,0,0,0,0
1548787,2015,0,0,0,0,4482,268.92,0,0
1549108,2015,0,0,28403.2,1136.128,0,0,0,0
1549305,2015,0,0,0,0,102168,6130.08,0,0
1549370,2015,0,0,0,0,0,0,11260.8,675.648
1549444,2015,0,0,0,0,286110,17166.6,0,0
1549743,2015,2994,239.52,0,0,0,0,0,0
1550356,2015,0,0,0,0,27770.4,1666.224,0,0
