ID,专利,商标,著作权
70682,1,1,0
71205,0,1,1
71313,1,0,1
71329,1,1,0
71713,1,1,1
71721,0,0,0
72335,1,0,1
73286,0,0,0
73401,1,1,0
73507,1,0,1
73568,1,0,0
73593,1,0,1
73944,0,0,1
74454,1,1,1
74506,0,0,0
74690,0,0,0
74812,1,0,1
74820,1,0,1
74854,0,0,0
75025,1,1,0
75936,0,0,1
76474,0,0,0
76514,0,0,0
76698,1,1,1
76930,0,0,1
76936,1,0,1
77132,0,0,1
77260,1,0,1
77280,1,0,1
77441,0,0,0
77443,0,0,0
77844,1,1,0
78030,1,0,0
78079,0,1,1
78489,1,1,1
78840,1,1,1
78969,0,0,0
79148,0,0,0
79420,0,1,1
79445,0,0,0
79572,0,0,0
79604,1,1,1
79742,1,1,0
79772,1,0,1
79829,0,1,1
80270,1,0,1
80564,0,0,0
80597,0,0,0
80901,0,0,0
81173,0,0,0
81237,NA,1,1
83043,0,0,1
83045,0,0,0
83051,0,0,0
83301,0,0,0
83708,0,0,0
83725,0,0,0
83744,0,0,0
84018,1,0,1
84070,0,0,0
85181,0,0,0
85201,0,0,0
85559,0,0,0
85727,0,0,0
86245,0,1,1
86397,1,1,0
86424,1,0,0
86620,0,0,0
86798,1,0,1
87041,0,0,0
87159,0,0,0
87602,0,1,1
87712,0,1,1
87861,0,0,0
88816,1,1,1
89084,1,0,1
89406,0,1,1
89911,0,1,1
89965,1,1,1
90008,0,0,1
90049,0,0,0
90058,0,0,0
90872,0,0,0
91494,0,0,1
91570,1,1,1
91676,0,0,0
91830,1,1,1
91969,0,0,0
92055,0,0,0
92056,0,NA,0
92498,1,0,1
92848,0,1,0
92934,0,1,1
93227,1,1,1
93481,0,1,1
93748,1,0,1
94202,0,1,1
94255,0,0,0
94340,0,0,0
94762,0,1,1
94892,0,0,0
94945,0,0,0
94960,1,0,1
95114,1,0,0
95212,0,1,1
95360,0,1,1
95769,0,NA,1
96309,1,1,0
96474,0,0,NA
96500,0,1,1
96613,0,1,1
97468,0,0,1
98138,1,0,1
98221,0,0,0
98387,1,1,0
98555,0,0,0
98675,0,0,0
98765,0,1,1
99073,0,0,0
99479,1,0,0
99730,0,1,1
99886,0,0,0
100027,0,0,0
100042,0,0,0
100779,0,1,0
101338,0,0,0
101426,0,0,0
101612,1,0,1
101681,1,1,0
101731,0,1,1
101998,0,0,0
102180,0,0,0
102472,0,0,0
102559,0,0,0
102647,1,1,1
102930,0,1,1
103226,1,0,1
103490,0,1,0
103775,0,0,0
103854,1,1,0
103995,1,0,1
104195,0,1,1
104231,1,0,1
104658,0,1,1
104733,0,0,0
105617,1,1,0
105757,0,1,1
106297,0,0,0
106398,0,0,1
106427,0,0,0
106587,0,NA,0
106777,0,0,0
106806,1,1,1
106825,0,1,1
107498,0,0,0
107742,1,1,0
108004,1,1,1
108236,1,1,0
108333,0,0,0
108425,0,1,1
108500,1,1,1
108554,0,0,0
108752,1,1,0
108843,1,0,1
108957,1,0,0
109175,0,0,0
109200,0,1,0
109269,0,0,0
109859,1,1,1
110098,0,1,1
110257,0,0,0
110319,1,1,1
110485,0,0,0
110894,1,0,1
111315,0,1,0
111376,0,0,0
111989,1,0,1
112117,1,0,0
112235,0,0,0
112355,0,0,0
113401,0,0,1
113605,0,0,0
113864,0,0,0
114008,0,0,0
114098,0,0,0
114271,0,0,0
114396,1,1,0
115186,0,0,0
115347,0,0,0
115400,1,0,1
115830,0,0,0
116537,1,0,1
116703,0,1,1
116880,1,0,1
117333,0,NA,0
117553,1,0,1
117663,0,0,0
117696,0,0,0
117784,0,1,1
117956,0,0,0
117994,0,1,1
118267,1,0,0
118329,1,0,1
118379,1,0,0
119075,0,0,0
119086,0,1,1
119212,0,0,1
119290,0,0,0
119352,0,1,1
119380,NA,0,0
119549,0,1,1
119643,0,0,0
119937,1,NA,0
120494,0,0,0
120855,1,1,NA
121037,0,0,0
121486,0,1,1
121697,0,0,0
121704,1,1,1
121730,0,0,0
121874,1,1,1
121977,0,1,1
122082,1,0,1
122428,0,0,0
122554,1,1,0
122891,0,1,1
122941,0,0,0
123134,0,0,0
124463,0,0,0
124640,1,1,0
124866,0,1,1
124919,0,1,0
125582,0,0,0
125653,0,0,0
125661,0,0,0
126114,0,1,1
126134,0,0,0
126152,0,0,1
126269,1,1,0
126602,0,0,0
126757,0,0,0
127496,1,1,1
127526,0,0,0
127780,0,1,1
127786,0,1,1
127861,0,1,1
128084,0,1,1
128120,0,0,0
129385,1,1,0
129544,0,1,1
129814,0,0,0
130090,1,0,1
130308,0,0,0
130350,1,0,1
130381,0,0,0
130503,0,1,1
130691,0,0,0
130734,0,0,0
130888,0,0,0
131230,1,0,1
131434,0,0,0
132030,0,0,0
132061,1,0,1
133079,0,1,1
133351,0,1,1
133530,1,1,0
133543,1,0,1
133711,0,0,0
133740,0,1,0
133832,0,1,1
133855,0,0,1
133938,1,0,1
134044,0,0,0
134139,0,1,0
134240,0,NA,0
134593,0,0,0
134886,1,1,0
135204,0,0,0
136542,0,0,1
136738,0,0,0
137098,0,0,0
137131,0,1,0
137468,0,0,0
137905,0,0,0
137924,1,1,1
138050,1,1,1
138147,1,1,1
139556,0,1,1
140279,0,1,1
140389,1,0,1
140634,0,0,0
140775,1,1,0
140844,1,1,0
140924,1,1,0
141017,0,0,0
141156,0,0,0
141549,1,1,0
142751,1,1,1
142888,1,0,1
142997,0,0,0
143246,1,0,1
143308,0,0,0
143481,1,1,0
144100,1,0,1
144148,1,0,1
144236,1,1,1
145239,0,0,0
145279,0,0,0
145729,0,0,0
146763,0,0,0
146775,0,0,0
147123,0,0,1
147223,1,1,0
147402,0,0,0
147432,0,1,1
147769,0,0,0
148063,0,0,0
148170,0,0,0
148219,1,1,1
148577,0,1,1
148721,0,0,0
148879,0,1,1
149167,0,1,1
149421,1,0,1
149439,0,0,0
149478,0,0,0
150341,1,0,1
150488,NA,1,1
150511,0,0,0
150649,1,NA,0
150708,0,0,0
150791,0,0,0
150903,0,0,0
151059,0,1,1
151262,0,0,0
151336,0,NA,0
152355,1,1,1
152405,1,1,0
152595,1,1,1
152661,1,0,0
152700,0,0,1
152917,0,0,0
152949,0,0,1
153231,0,1,0
153245,0,1,1
153617,0,0,0
153870,0,0,0
154020,0,0,0
154697,0,1,1
154793,1,0,0
154802,0,0,1
155048,0,0,0
155195,1,1,1
155222,0,0,0
155338,NA,0,0
155776,1,0,0
155831,0,0,0
155971,1,1,0
156014,0,0,0
156776,0,1,1
157098,0,1,1
157259,1,1,1
157292,1,1,0
157507,0,1,1
157549,0,0,0
157582,0,0,0
157898,1,0,1
157901,0,0,0
158265,0,0,0
158326,0,0,1
158943,0,0,0
159018,0,1,1
159222,0,0,0
159495,0,1,1
159532,1,0,0
159670,0,1,0
159819,0,0,0
159979,1,0,1
160021,1,1,0
160388,0,0,0
160393,0,0,0
160527,0,1,1
160603,0,1,1
161013,0,0,0
161015,0,0,0
161276,1,0,1
161352,1,1,0
161830,0,0,0
162039,1,1,1
162061,0,1,1
162160,0,0,0
162722,0,1,1
162932,1,0,0
163183,0,0,0
163753,0,1,1
164135,0,0,0
165221,0,1,1
165452,0,1,0
165789,0,0,0
166295,1,0,1
166419,1,1,0
166522,1,0,1
166571,1,0,0
166678,0,0,0
167215,1,1,0
167313,1,0,1
167374,0,0,0
167391,0,1,1
168005,1,1,0
168291,0,0,0
168666,0,0,0
169038,0,0,0
169052,0,0,0
169216,1,0,0
169222,0,0,1
169392,1,1,0
169435,0,0,0
169669,0,1,1
170165,0,0,0
170266,0,0,1
170284,0,0,0
170320,0,0,0
170367,1,0,1
170597,0,0,0
170613,1,0,1
170662,0,0,0
170763,0,0,0
171107,0,1,1
171609,0,1,1
171828,0,1,1
172180,0,0,0
172537,1,0,NA
172884,1,0,1
173266,1,0,1
173514,0,0,0
173825,0,0,0
174318,0,0,0
174404,1,0,1
174540,0,0,0
174801,0,1,0
174936,0,0,0
175002,1,1,1
175257,1,1,1
176410,0,1,1
176679,0,1,0
176932,1,1,0
177192,1,1,1
177619,0,1,1
177755,0,1,1
177890,0,1,0
178133,1,0,1
178167,0,0,NA
178182,NA,1,0
178297,1,1,NA
178800,0,1,1
178885,0,0,0
179011,0,1,0
179459,1,0,1
179597,0,0,0
179738,0,0,0
179810,0,0,0
180173,1,1,0
180188,0,1,1
180217,0,0,0
180534,0,1,0
180764,0,0,0
180964,1,1,0
180988,1,0,0
181021,0,0,0
181160,0,0,0
181178,1,1,0
181224,0,0,1
181387,0,0,0
181396,0,0,0
181456,0,1,1
181555,1,1,0
181558,NA,1,1
181618,1,0,1
181696,0,0,0
181773,1,1,0
182027,1,1,0
182188,1,1,0
182312,0,0,0
182396,0,0,0
182709,0,0,0
182743,1,0,1
182812,0,0,0
182913,0,1,1
183338,0,1,1
183381,1,1,0
183537,0,1,1
183746,0,1,1
183814,1,0,1
183841,1,1,1
184062,0,1,1
184089,1,1,0
184187,0,1,0
184280,0,0,0
184350,1,1,1
184514,0,0,0
184636,1,0,1
185249,0,0,0
185487,0,0,0
185734,1,0,0
185858,0,0,1
186011,0,0,0
186350,0,1,1
186369,0,0,0
186411,0,0,0
186576,1,1,1
186730,0,0,0
186927,1,1,1
187136,0,1,1
187550,1,1,0
187613,1,0,1
187828,0,0,0
187997,0,1,1
188096,0,0,0
188170,1,1,1
188282,1,1,1
188459,0,0,0
188635,0,0,0
188778,0,0,0
188922,0,0,1
188984,0,0,0
189366,0,0,0
189885,0,0,0
190347,0,1,1
190360,0,1,1
190431,1,1,0
190457,1,0,0
190624,0,0,0
191123,0,1,1
191145,1,1,0
191301,0,0,0
191558,0,1,1
191739,0,0,0
191994,0,1,0
192128,0,0,0
192347,0,0,0
192423,1,1,0
192434,0,NA,0
192521,0,0,0
192580,0,0,0
192619,1,1,0
192706,1,1,1
193195,0,0,1
193594,1,1,1
193744,0,1,1
193821,0,0,0
193857,0,0,0
194030,0,0,0
194039,0,0,NA
194087,0,0,0
194267,1,0,1
194287,0,0,0
194504,1,1,0
194979,0,0,0
194991,1,1,1
195348,0,0,0
195420,0,0,0
195819,0,0,0
195904,0,NA,1
196327,0,0,0
196559,0,1,1
196962,0,0,0
198028,0,0,0
198109,0,0,0
198154,0,0,0
198315,0,0,0
198334,1,1,0
198404,0,0,0
198586,1,1,1
198682,0,0,0
198777,1,0,1
199351,1,1,0
199845,1,1,0
199979,0,0,0
200404,1,1,0
200834,0,0,0
201291,0,0,0
201460,1,1,0
201502,0,0,0
201628,1,1,1
201778,1,1,1
202613,0,1,0
202693,0,1,0
203002,1,0,1
203064,0,0,0
203427,0,1,1
203463,0,1,1
203516,0,0,0
203521,0,0,0
203664,NA,0,0
203738,0,0,0
203922,0,1,1
204446,0,1,1
204538,1,0,1
204540,0,0,0
205277,0,0,0
205301,0,NA,0
205936,1,0,0
206102,0,0,0
206364,0,0,0
206812,1,1,0
206877,0,0,0
207215,0,0,0
207503,0,0,0
207648,0,0,0
207698,1,1,0
207863,0,1,0
207889,1,1,1
207934,0,1,1
208002,0,1,1
208177,0,0,0
208563,0,1,1
208764,1,1,0
208899,0,0,1
209017,0,0,0
209221,1,0,1
209797,0,1,1
210213,1,0,1
210445,0,1,NA
210475,0,0,0
210828,1,1,1
210959,0,0,0
211011,0,1,1
211193,0,1,1
211424,0,1,0
211770,0,0,0
211804,0,0,0
212050,1,1,1
212091,0,1,1
212943,1,1,1
213302,0,0,0
213428,1,0,1
213495,0,0,0
213539,0,NA,0
213889,1,NA,0
213920,1,1,1
214131,0,1,1
214498,0,0,0
214926,1,1,1
215080,0,1,1
215643,0,1,1
215659,0,0,0
215806,0,0,0
215882,0,0,0
216126,0,0,0
216309,1,1,0
216739,1,1,0
216797,0,0,0
216809,0,0,0
216839,0,0,0
217190,0,0,1
217231,0,0,0
217331,0,0,0
218249,0,0,0
218287,0,0,0
218363,0,1,1
218468,1,0,1
218743,0,0,0
218775,1,1,1
218934,0,0,0
219396,1,0,1
220196,1,0,1
220702,1,1,0
220707,1,1,1
221067,0,0,0
221679,0,0,0
221980,0,0,0
222067,0,0,0
222314,0,1,0
222373,1,0,1
222544,0,0,1
222813,0,0,0
222994,0,0,0
223117,0,0,0
223127,0,1,1
223699,0,0,0
223879,0,0,0
223933,0,0,0
224144,1,1,0
224403,1,0,0
225135,0,0,0
225623,1,1,1
225685,0,0,0
225688,0,0,0
226020,0,0,0
226553,1,0,1
226925,0,0,0
227049,0,1,1
227264,1,0,0
227407,0,0,0
227676,1,1,1
227915,0,1,1
227950,0,0,0
228083,0,0,0
228152,0,0,0
228202,0,1,0
228488,0,NA,0
228589,0,0,0
228690,1,0,1
229050,1,0,1
229073,0,1,1
229158,1,1,0
229815,0,0,0
229829,1,0,1
229838,0,1,1
229921,1,0,1
230006,1,1,NA
230011,1,0,1
230371,1,0,0
230784,0,1,0
230814,0,0,0
231080,1,0,1
231153,1,1,1
231208,0,0,1
231265,0,0,0
231795,0,0,0
232094,0,1,1
232238,0,0,0
232362,0,0,0
232876,0,0,0
232887,1,0,1
232969,1,0,1
233100,0,0,0
233450,1,1,1
233670,0,0,0
234156,0,0,0
234177,1,0,1
234667,0,0,0
234907,NA,0,0
235237,0,0,1
235300,1,1,0
235551,1,0,1
235627,0,0,0
235726,1,0,1
235783,1,1,1
235972,0,0,0
236129,0,0,0
236218,0,0,0
236239,1,1,0
236647,0,1,0
236820,0,1,1
236972,0,0,0
236998,0,0,0
237058,0,1,0
237308,1,1,0
237316,0,0,0
237324,0,0,0
237831,0,0,0
237943,1,0,0
237968,1,0,1
238126,0,0,0
238259,0,0,0
238458,1,0,1
238500,0,0,0
238656,0,0,0
238681,0,0,0
238766,0,0,0
239049,1,0,1
239308,1,0,1
239781,0,0,0
239838,0,0,0
239958,1,0,0
240043,1,1,0
240653,0,1,1
241016,0,0,0
241105,0,0,0
241465,0,0,0
241512,0,0,0
241600,0,0,0
241993,0,1,1
242181,1,1,0
242448,0,0,0
243182,0,0,0
243184,0,0,1
243358,1,0,1
243770,1,0,1
244241,1,1,1
244301,0,0,1
244800,0,1,0
244895,0,0,0
245240,0,0,NA
245584,1,0,1
245625,0,0,0
246147,1,0,1
246153,0,0,0
246156,0,0,0
246386,1,1,0
246642,0,0,1
246799,0,0,0
246894,0,1,1
247032,0,0,1
247237,1,0,1
247277,1,1,0
247808,0,0,0
247952,0,0,1
248015,1,1,1
248222,0,0,0
248528,1,1,1
248530,0,0,0
248680,0,0,0
248843,0,0,0
248854,0,0,0
250053,0,1,1
250784,0,1,1
251097,0,1,1
251187,0,0,0
251479,0,0,0
251651,1,0,1
251663,0,0,0
253067,0,0,0
253227,1,0,1
253735,0,1,0
253763,0,1,0
253934,0,0,0
253948,1,0,1
254097,0,0,0
254582,0,1,1
254924,0,0,0
255103,0,0,0
255538,0,0,0
255581,1,0,1
255919,1,0,1
256183,0,0,0
256242,0,0,0
256317,1,1,1
256321,0,1,1
256335,0,0,0
256721,0,0,0
256816,1,1,0
258283,1,1,1
258475,NA,0,0
259020,0,0,0
259271,0,0,0
259416,1,0,1
260392,1,1,1
260479,0,0,0
260525,0,0,0
260989,0,0,0
261247,0,1,1
261516,1,1,0
261583,0,0,0
261973,0,0,0
262000,0,1,1
262063,0,1,1
262372,0,1,1
262861,0,0,0
263434,0,1,1
263527,0,0,0
263715,1,0,0
263989,1,1,0
264089,0,1,1
264276,1,0,1
264280,0,0,0
264444,0,0,0
265128,0,0,0
265268,0,0,0
265329,0,0,0
265393,1,1,1
265490,1,0,1
265651,1,1,1
266075,0,0,0
266111,0,1,1
266803,1,0,1
266876,0,0,0
266982,1,0,0
267010,0,0,0
267258,1,0,1
267279,0,0,0
267664,1,1,1
267830,0,0,0
268257,1,1,1
268492,0,0,0
268587,0,0,0
269044,0,0,0
269147,0,1,1
269179,1,1,1
269324,0,1,1
269507,0,0,0
269792,0,0,0
269970,0,1,1
270343,0,1,1
270574,1,1,1
270678,1,0,1
270878,0,0,0
271062,1,1,0
271545,0,0,0
272003,1,0,1
272139,1,1,0
272928,0,0,0
272984,0,0,0
273554,0,0,0
274373,1,0,1
274421,0,1,1
274440,1,0,1
275128,0,0,0
275259,1,0,1
275328,0,1,1
275335,0,0,0
275510,0,0,0
275822,0,1,0
276033,0,1,0
276053,1,0,1
276422,0,1,0
276633,0,1,1
276664,1,1,0
277514,1,1,0
277580,0,1,1
277816,1,0,1
277829,0,0,0
278247,0,0,0
278379,1,0,1
278589,0,1,1
278728,1,1,1
278939,1,1,1
278980,0,0,NA
279155,0,0,0
279253,1,0,1
279262,1,0,1
279366,0,0,0
279438,0,0,0
279443,1,0,0
279777,1,0,1
279920,0,0,0
280574,1,0,1
281026,0,0,0
281327,0,1,1
281445,1,1,0
282032,1,1,1
282161,0,0,0
282504,1,1,0
282526,0,1,1
282638,0,0,0
282834,0,0,0
283327,1,0,0
283360,1,1,0
283366,0,0,0
283501,0,0,0
283792,1,1,0
284202,0,0,0
284443,0,0,0
284474,0,0,0
284567,0,0,0
284759,0,1,1
284938,0,0,0
285005,NA,1,1
285007,0,0,0
285544,0,0,0
285565,0,0,0
285753,0,1,1
285905,0,0,0
285948,0,0,0
286094,1,1,1
286404,1,1,1
287313,1,1,0
287365,0,0,0
287573,0,1,1
287790,0,1,1
288181,0,1,1
288237,0,0,0
288470,0,0,1
288832,1,1,0
288968,0,0,0
289201,0,0,0
289769,0,1,1
289858,1,1,1
290331,1,1,0
290479,1,1,0
290551,1,0,1
290563,0,0,1
290915,1,1,0
291887,0,0,0
291994,0,0,1
292019,0,1,0
292308,0,0,0
292374,0,0,0
292787,0,0,0
292811,1,0,1
293188,1,1,0
293871,0,0,0
294642,1,0,1
294849,0,0,0
295008,0,0,0
295096,0,0,0
295291,0,1,1
295383,1,0,1
295404,0,0,0
295569,1,0,1
295584,0,0,0
295597,0,0,0
295623,1,1,0
295671,1,1,1
295879,0,0,0
295911,1,1,0
296229,1,0,1
296321,1,1,0
296659,0,1,1
296716,1,0,1
296769,0,0,0
296965,1,0,1
297023,1,1,1
297103,0,0,0
297338,0,0,0
297388,1,1,1
297400,0,0,0
297699,0,0,0
297722,1,1,0
297827,0,0,0
297949,0,1,0
297965,0,0,0
298041,1,0,1
298067,0,0,0
298177,1,1,1
298329,1,1,1
298762,1,1,1
298855,0,0,0
299106,0,0,0
299136,0,0,NA
299242,0,0,0
299851,1,1,0
299860,0,0,0
300134,0,0,0
300433,0,0,0
300617,1,1,0
300674,0,0,0
300719,0,0,1
300895,1,0,1
300988,1,0,1
301135,1,1,1
301447,1,0,1
301730,0,1,0
301777,0,1,0
302254,0,0,0
302282,1,1,1
302369,1,1,1
302474,0,0,0
302923,0,1,0
303579,0,0,0
303736,0,0,0
303745,0,1,1
303768,0,1,1
303772,0,0,0
303774,1,0,0
303881,0,0,0
304177,1,1,0
304520,0,0,0
304641,0,0,0
304979,1,1,1
305045,1,1,1
305247,1,1,0
305525,1,0,1
305571,1,1,1
306043,0,0,0
306099,1,0,1
306124,1,1,1
306337,1,0,0
307122,0,0,0
307341,1,0,1
307784,1,1,0
307874,1,0,1
307883,0,0,1
308094,0,0,0
308421,0,0,0
308576,1,0,0
309120,1,1,1
310159,0,0,0
310272,1,1,1
310399,0,NA,0
310508,0,1,0
311183,1,1,0
311474,0,1,0
311574,0,0,0
311681,0,0,0
311829,1,0,0
311906,0,1,1
312065,0,0,0
312296,1,1,1
312881,0,1,1
312898,0,0,0
313583,0,0,0
313591,1,0,0
313792,0,0,0
313828,0,1,1
314361,0,0,0
314379,0,0,0
315523,0,0,0
315839,0,0,0
315984,0,1,1
316091,0,0,0
316102,0,0,0
316198,1,1,1
316322,0,1,0
316605,0,0,0
316814,1,0,1
316921,1,0,1
317073,0,0,0
317433,0,1,1
318025,0,0,0
318630,0,0,0
318836,1,0,1
319059,0,0,0
319157,NA,0,0
319634,0,0,0
319758,1,0,1
319800,0,0,0
319805,0,0,0
319886,0,0,0
320037,0,1,1
320096,1,1,0
320117,0,0,0
320122,1,0,1
320393,1,0,0
320450,0,0,0
320470,1,0,0
320733,1,1,1
320949,1,0,1
321193,0,0,0
321213,0,1,1
321298,0,1,1
321353,0,1,1
321714,1,0,1
321869,1,0,1
322082,0,0,0
322093,0,0,0
322167,0,1,1
322369,0,0,0
322503,0,0,0
322579,0,0,0
322757,1,0,0
322822,0,0,0
322951,0,1,1
323091,0,0,1
323143,1,1,NA
323330,0,0,0
324435,0,0,0
324775,1,0,1
324985,1,0,1
325437,1,0,1
325520,1,1,0
325777,0,0,0
325797,0,0,0
325830,0,0,1
326045,0,0,0
326115,1,0,1
326145,0,0,0
326192,1,0,1
326212,0,0,0
326262,1,0,0
326301,1,0,0
326570,0,1,1
326592,1,1,0
326766,0,0,0
326897,1,0,1
326904,0,0,0
327050,0,0,0
327066,0,0,0
327370,0,0,1
327777,0,0,0
328554,1,1,0
328602,0,0,0
328733,1,0,1
329888,0,0,0
330070,1,1,1
330710,0,0,0
330938,1,1,0
331259,0,0,0
331567,0,1,1
331580,0,0,0
331679,0,0,0
332110,1,0,1
332467,0,0,0
332561,0,0,0
332713,1,0,0
332900,0,0,0
332909,0,0,0
333160,0,0,0
333649,0,0,0
333686,0,0,0
333939,0,0,1
334019,1,1,1
334158,0,1,0
334294,0,0,1
334371,0,1,1
334425,1,1,1
334774,0,1,1
335117,0,1,1
335479,0,0,0
335732,1,1,0
335804,0,0,0
335960,0,NA,NA
336517,0,1,1
336611,0,1,1
336803,0,0,0
336838,0,0,0
336903,1,0,0
337013,0,0,0
337041,1,0,0
337136,0,NA,0
337199,0,0,1
337284,1,1,1
337868,0,1,1
337891,1,1,0
338051,0,0,0
338108,1,0,1
338353,0,0,0
338850,1,1,0
338890,0,1,1
338914,0,0,0
338941,0,0,0
338985,1,0,1
