ID,year,债权融资额度,债权融资成本,股权融资额度,股权融资成本,内部融资和贸易融资额度,内部融资和贸易融资成本,项目融资和政策融资额度,项目融资和政策融资成本
19876,2016,0,0,0,0,14371.2,862.272,0,0
20333,2016,0,0,0,0,0,0,756,45.36
20540,2016,0,0,15360,614.4,0,0,0,0
20686,2016,0,0,63984,2559.36,0,0,0,0
20812,2016,1500,120,0,0,0,NA,0,0
20853,2016,0,0,0,0,0,0,1564.8,93.888
20921,2016,0,0,0,0,0,0,7551,453.06
21044,2016,9150,732,0,0,0,0,0,0
21593,2016,0,0,20729.8,829.192,0,0,0,0
21913,2016,0,0,0,0,45240,2714.4,0,0
21933,2016,0,0,12411,496.44,0,0,0,0
21985,2016,0,0,3283.2,131.328,0,0,0,0
22166,2016,0,0,0,0,100440,6026.4,0,0
22549,2016,0,NA,0,0,0,0,5712,342.72
22785,2016,0,0,21621.6,864.864,0,0,0,0
22869,2016,0,0,0,0,0,0,NA,240.57
23208,2016,0,0,0,0,165016.8,9901.008,0,0
23245,2016,0,0,0,0,0,0,5632,337.92
23491,2016,0,0,0,0,0,0,18480,1108.8
23961,2016,0,0,0,0,0,0,715.2,42.912
24265,2016,2469,197.52,0,0,0,0,0,0
24611,2016,25246,2019.68,0,0,0,0,0,0
24623,2016,0,0,0,0,20088,1205.28,0,0
25111,2016,0,0,7392,295.68,0,0,0,0
25208,2016,0,0,0,0,0,0,8292,497.52
25529,2016,0,0,0,0,403200,24192,0,0
25732,2016,15840,1267.2,0,0,0,0,0,0
25947,2016,9440,755.2,0,0,0,0,0,0
26293,2016,0,0,0,0,0,0,780.8,46.848
26448,2016,0,0,0,0,49392,2963.52,0,0
26730,2016,0,0,0,0,2227.5,133.65,0,0
26885,2016,0,0,0,0,83600.4,5016.024,0,0
26888,2016,0,0,0,0,0,0,3489.5,209.37
27003,2016,0,0,0,0,0,0,7644,458.64
27258,2016,0,0,0,0,0,0,99,5.94
27622,2016,0,0,192168,7686.72,0,0,0,0
27678,2016,0,0,0,0,0,0,3348.8,200.928
27935,2016,11040,883.2,0,0,0,0,0,0
28415,2016,0,0,94371.2,3774.848,0,0,0,0
28529,2016,0,0,0,0,54615.6,3276.936,0,0
29118,2016,0,0,0,0,37884,2273.04,0,0
29357,2016,3304,264.32,0,0,0,0,0,0
29403,2016,0,0,0,0,37535.4,2252.124,0,0
29427,2016,30720,2457.6,0,0,0,0,0,0
29593,2016,0,0,52976,2119.04,0,0,0,0
29601,2016,0,0,0,0,21961.8,1317.708,0,0
29967,2016,0,0,148160,5926.4,0,0,0,0
29976,2016,0,0,0,0,272524.8,16351.488,0,0
28,2017,0,0,3444,137.76,0,0,0,0
230,2017,0,0,3024,120.96,0,0,0,0
429,2017,0,0,79371.36,3174.8544,0,0,0,0
693,NA,0,0,32102.4,1284.096,0,0,0,0
727,2017,0,0,100454.4,4018.176,0,0,0,0
990,2017,0,0,0,0,111661.2,6699.672,0,0
1137,2017,0,0,0,0,0,0,1008,60.48
1274,2017,42800,3424,0,0,0,0,0,0
1560,2017,0,0,7140,285.6,0,0,0,0
1873,2017,0,0,0,0,12612.6,756.756,NA,0
2260,2017,6321,505.68,0,0,0,0,0,0
2694,2017,0,0,0,0,0,0,2187,131.22
2992,2017,2670,213.6,0,0,0,0,0,0
3261,2017,0,0,0,0,70890,4253.4,0,0
3313,2017,42636,3410.88,0,0,0,0,0,0
3537,2017,0,0,0,0,0,0,890,53.4
3719,2017,0,0,0,0,356054.4,21363.264,0,0
3720,2017,0,0,0,0,3225.6,193.536,0,0
3742,2017,21700,1736,0,0,0,0,0,0
3770,2017,11568,925.44,0,0,0,0,0,0
4107,2017,0,0,0,0,497952,29877.12,0,0
4321,2017,39792,3183.36,0,0,0,0,0,0
4911,2017,0,0,0,0,0,0,6544,392.64
5267,2017,0,0,0,0,22968.9,1378.134,0,0
5646,2017,0,0,0,0,3960.6,237.636,0,0
6172,2017,0,0,0,0,82467,4948.02,0,0
6357,2017,23360,1868.8,0,0,0,0,0,0
6370,2017,2832,226.56,0,0,0,0,0,0
7662,2017,0,0,0,0,311328,18679.68,0,0
7706,2017,0,0,0,0,0,0,348,20.88
7824,2017,0,0,0,0,19983.6,1199.016,0,0
7865,2017,0,0,0,0,0,0,16887,1013.22
8444,2017,0,0,0,0,0,0,1152,69.12
8492,2017,0,0,0,0,0,0,249.6,14.976
8608,2017,0,0,0,0,0,NA,1917.6,115.056
8663,2017,0,0,0,0,30360,1821.6,0,0
8854,2017,0,0,0,0,0,0,8456.4,507.384
8872,2017,0,0,0,0,511488,30689.28,0,0
8972,2017,0,0,287.04,NA,0,0,0,0
9095,2017,0,0,0,0,0,0,3300,198
9124,2017,720,57.6,0,0,0,0,0,0
9476,2017,0,0,142581.6,5703.264,0,0,0,0
9542,2017,0,0,23874,954.96,0,0,0,0
9663,2017,0,0,0,0,76986,4619.16,0,0
9998,2017,0,0,90720,3628.8,0,0,0,0
10470,2017,0,0,0,0,178620,10717.2,0,0
10813,2017,0,0,0,0,18767.7,1126.062,0,0
10869,2017,0,0,59885.28,2395.4112,0,0,0,0
10994,2017,0,0,0,0,0,0,9939.6,596.376
10995,2017,0,0,0,0,0,0,7968,478.08
10999,2017,0,0,0,0,0,0,278.4,16.704
11796,2017,0,0,0,0,38997,2339.82,0,0
12192,2017,0,0,0,0,3384,203.04,0,0
12233,2017,0,0,1900.8,76.032,0,0,0,0
12404,2017,0,0,182.4,7.296,0,0,0,0
12418,2017,0,0,0,0,0,0,2040,122.4
12660,2017,0,0,0,0,126420,7585.2,0,0
13491,2017,0,0,6825.6,273.024,0,0,0,0
13593,2017,0,0,0,0,0,0,403.2,24.192
13957,2017,0,0,0,0,0,0,14346,860.76
14254,2017,0,0,47308.8,1892.352,0,0,0,0
14485,2017,0,0,0,0,0,0,11698.5,701.91
14520,2017,0,0,2217.6,88.704,0,0,0,0
14555,2017,0,0,1830.4,73.216,0,0,0,0
15099,2017,0,0,42926.4,1717.056,0,0,0,0
15197,2017,0,0,0,0,39144.6,2348.676,0,0
15385,2017,0,0,0,0,88452,5307.12,0,0
15416,2017,0,0,0,0,0,0,18840,1130.4
15685,2017,0,0,0,0,27090,1625.4,0,0
15886,2017,NA,0,3715.2,148.608,0,0,0,0
16069,2017,0,0,307.2,12.288,0,0,0,0
16326,2017,0,0,0,0,28890,1733.4,0,0
16758,2017,1288,103.04,0,0,0,0,0,0
16884,2017,0,0,103183.2,4127.328,0,0,0,0
16999,2017,0,0,0,0,0,0,18844.8,1130.688
17641,2017,6888,551.04,0,0,0,0,0,0
17646,2017,0,0,0,0,48157.2,2889.432,0,0
18216,2017,0,0,0,0,0,0,7776,466.56
18366,2017,3060,244.8,0,0,0,0,0,0
18509,2017,0,0,0,0,412020,24721.2,0,0
18837,2017,0,0,0,0,0,0,12355.2,741.312
18932,2017,1917,153.36,0,0,0,0,0,0
19112,2017,0,0,0,0,114075,6844.5,0,0
19317,2017,0,0,0,0,0,0,423,25.38
19501,2017,0,0,6894.72,275.7888,0,0,0,0
19559,2017,0,0,3830.4,153.216,0,0,0,0
19651,2017,1848,147.84,0,0,0,0,0,0
19876,2017,0,0,798.4,31.936,0,0,0,0
20333,2017,3240,259.2,0,0,0,0,0,0
20540,2017,0,0,0,0,0,NA,960,57.6
20686,2017,0,0,15713.28,628.5312,0,0,0,0
20812,2017,0,0,0,0,0,0,112.5,6.75
20853,2017,0,0,0,0,30513.6,1830.816,0,0
20921,2017,0,0,1610.88,64.4352,0,0,0,0
21044,2017,0,0,7890.96,315.6384,0,0,0,0
21593,2017,13132,1050.56,0,0,0,0,0,0
21913,2017,0,0,0,0,9750,585,0,0
21933,2017,0,0,0,0,0,0,18912,1134.72
21985,2017,2052,164.16,0,0,0,0,0,0
22166,2017,0,0,0,0,160380,9622.8,0,0
22549,2017,0,0,12794.88,511.7952,0,0,0,0
22785,2017,22308,1784.64,0,0,0,0,0,0
22869,2017,57024,4561.92,0,0,0,0,0,0
23208,2017,9594,767.52,NA,0,0,0,0,0
23245,2017,0,0,0,0,344678.4,20680.704,0,0
23491,2017,0,0,0,0,378470.4,22708.224,0,0
23961,2017,0,0,0,0,0,0,1430.4,85.824
24265,2017,0,0,0,0,69132,4147.92,0,0
24611,2017,0,0,4350.08,174.0032,0,0,0,0
24623,2017,2480,198.4,0,0,0,0,0,0
25111,2017,0,0,23184,927.36,0,0,0,0
25208,2017,0,0,30901.52,1236.0608,0,0,0,0
25529,2017,0,0,20736,829.44,0,0,0,0
25732,2017,0,0,0,0,513216,30792.96,0,0
25947,2017,0,0,0,0,85668,5140.08,0,0
26293,2017,0,0,0,0,2488.8,149.328,0,0
26448,2017,0,0,0,0,0,0,2038.4,122.304
26730,2017,8100,648,0,0,0,0,0,0
26885,2017,0,0,0,0,0,0,2609.6,156.576
26888,2017,0,0,0,0,71784,4307.04,0,0
27003,2017,8736,698.88,0,0,0,0,0,0
27258,2017,0,0,1372.14,54.8856,0,0,0,0
27622,2017,15072,1205.76,0,0,0,0,0,0
27678,2017,0,0,0,0,41620.8,2497.248,0,0
27935,2017,0,0,0,0,78936,4736.16,0,0
28415,2017,0,0,0,0,0,0,11490,689.4
28529,2017,0,0,0,0,2800.8,168.048,0,0
29118,2017,0,0,0,0,0,0,492,29.52
29357,2017,0,0,31388,1255.52,0,0,0,0
29403,2017,0,0,0,0,0,0,1588.8,95.328
29427,2017,0,0,19077.12,763.0848,0,0,0,0
29593,2017,0,0,0,0,0,0,3096,185.76
29601,2017,0,0,0,0,24900,1494,0,0
29967,2017,0,0,0,0,129871.5,7792.29,0,0
29976,2017,0,0,0,0,84801.6,5088.096,0,0
30132,2015,0,0,9262.8,370.512,NA,0,0,0
30246,2015,0,0,0,0,405367.2,24322.032,0,0
30264,2015,0,0,1462.68,58.5072,0,0,0,0
30302,2015,16152,1292.16,0,0,0,0,0,0
30369,2015,0,0,0,0,7238.4,434.304,0,0
31143,2015,0,0,0,0,0,0,3199.5,191.97
31438,2015,0,0,0,0,0,0,398.4,23.904
31622,2015,0,0,0,0,0,0,20790,1247.4
31842,2015,0,0,0,0,0,0,6600,396
32128,2015,0,0,15340,613.6,0,0,0,0
32253,2015,0,0,16843.2,673.728,0,0,0,0
32388,2015,5376,430.08,0,0,0,0,0,0
32579,2015,25872,2069.76,0,0,NA,0,0,0
32676,2015,28736,2298.88,0,0,0,0,0,0
32760,2015,0,0,0,0,9585,575.1,0,0
32969,2015,0,0,50019.2,2000.768,0,0,0,0
32995,2015,0,0,0,0,279052.8,16743.168,0,0
33282,2015,0,0,0,0,0,0,44.4,2.664
34049,2015,0,0,0,0,427770,25666.2,0,0
34074,2015,0,0,0,0,0,0,28.8,1.728
34248,2015,0,0,0,0,77107.2,4626.432,0,0
34308,2015,0,0,0,0,46947.6,2816.856,0,0
34470,2015,5840,467.2,0,0,0,0,0,0
34569,2015,0,0,0,0,0,0,547.2,32.832
34772,2015,0,0,13395.36,535.8144,0,0,0,0
34823,2015,0,0,0,0,8049.6,482.976,0,0
35119,2015,1755,140.4,0,0,0,0,0,0
35426,2015,0,0,0,0,0,0,884.8,53.088
35492,2015,0,0,0,0,37748.7,2264.922,0,0
35662,2015,0,0,6979.5,279.18,0,0,0,0
35703,2015,0,0,1149.96,45.9984,0,0,0,0
35750,2015,0,NA,0,0,24948,1496.88,0,0
35844,2015,0,0,0,0,2655,159.3,0,0
35887,2015,8658,692.64,0,0,0,0,0,0
36046,2015,0,0,0,0,0,0,3850,231
36360,2015,7600,608,0,0,0,0,0,0
36679,2015,0,0,0,0,0,0,4568.4,274.104
36727,2015,0,0,10417.5,416.7,0,0,0,0
36740,2015,15160,1212.8,0,0,0,0,0,0
36941,2015,0,0,0,0,72318,4339.08,0,0
37342,2015,7344,587.52,0,0,0,0,0,NA
37412,2015,0,0,0,0,19800,1188,0,0
37653,2015,0,0,0,0,5426.4,NA,0,0
37721,2015,0,0,0,0,0,0,760.8,45.648
38023,2015,4910,392.8,0,0,0,0,0,0
38032,2015,0,0,152.1,6.084,0,0,0,0
38062,2015,20306,1624.48,0,0,0,0,0,0
38296,2015,0,0,0,0,0,0,11020,661.2
38401,2015,0,0,0,0,192372,11542.32,0,0
38406,2015,0,0,0,0,0,0,633.6,38.016
38610,2015,0,0,24980.4,999.216,0,0,0,0
38611,2015,5922,473.76,0,NA,0,0,0,0
38714,2015,0,0,0,0,0,0,1898,113.88
38764,2015,0,0,51084,2043.36,0,0,0,0
38864,2015,0,0,3199.6,127.984,0,0,0,0
38946,2015,8877,710.16,0,0,0,0,0,0
39802,2015,0,0,0,0,0,0,22074,1324.44
40190,2015,0,0,0,0,0,0,665.1,39.906
40231,2015,0,0,0,0,0,0,5868,352.08
40950,2015,8008,640.64,0,0,0,0,0,0
41027,2015,0,0,0,0,23868,NA,NA,0
41159,2015,0,0,0,0,141847.2,8510.832,0,0
41345,2015,0,0,0,0,41526,2491.56,0,0
41405,2015,0,0,12420,496.8,0,0,0,0
41451,2015,0,0,7728,309.12,0,0,0,0
41570,2015,0,0,0,0,72189,4331.34,0,0
41860,2015,0,0,2111.2,84.448,0,0,0,0
41906,2015,0,0,0,0,0,0,10550.4,633.024
42114,2015,7930,634.4,0,0,0,0,0,0
42406,2015,0,0,0,0,52800,3168,0,0
42484,2015,0,0,0,0,97650,5859,0,0
42739,2015,0,0,0,0,10238.4,614.304,0,0
42770,2015,656,52.48,0,0,0,0,0,0
43021,2015,0,0,12350,494,0,0,0,0
44291,2015,0,0,4354.56,174.1824,0,0,0,0
44974,2015,8388,671.04,0,0,0,0,0,0
45221,2015,2282,182.56,0,0,0,0,0,0
45362,2015,0,0,0,0,0,0,5484,329.04
45750,2015,0,0,20358,814.32,0,0,0,0
45825,2015,0,0,13595.4,543.816,0,0,0,0
46259,2015,6990,559.2,0,0,0,0,0,0
46274,2015,0,0,0,0,0,0,267.6,16.056
46556,NA,0,0,0,0,372985.2,22379.112,0,0
46787,NA,0,0,0,0,0,0,8046,482.76
47053,2015,0,0,0,0,0,0,2011.2,120.672
47264,2015,0,0,0,0,0,0,3811.5,228.69
47267,2015,0,0,4766.72,190.6688,0,0,0,0
47352,2015,0,0,16420.8,656.832,0,0,0,0
47417,2015,0,0,14304.64,572.1856,0,0,0,0
47464,2015,0,0,802.56,32.1024,0,0,0,0
47871,2015,1232,98.56,0,0,0,0,0,0
47964,2015,21936,1754.88,0,0,0,0,0,0
48204,2015,0,0,0,0,390432,23425.92,0,0
48222,2015,0,0,0,0,0,0,800.1,48.006
48228,2015,1034,82.72,0,0,0,0,0,0
48254,2015,0,0,0,0,0,0,1755,105.3
48272,2015,28332,2266.56,0,0,0,0,0,0
48367,2015,0,0,0,0,0,0,6708,402.48
48533,2015,0,0,8758.4,NA,0,0,0,0
49019,2015,0,0,0,0,0,0,358.8,21.528
49446,2015,56250,4500,0,0,0,0,0,0
49469,2015,0,0,0,0,8568,514.08,0,0
49545,2015,0,0,9349.2,373.968,0,0,0,0
49822,2015,0,0,16104,644.16,0,0,0,0
49879,2015,0,0,0,0,114180,6850.8,0,0
50052,2015,0,0,0,0,826056,49563.36,0,0
50164,2015,0,0,13867.2,554.688,0,0,0,0
50191,2015,0,0,0,0,0,0,743.6,44.616
50741,2015,24920,1993.6,0,0,0,0,0,0
50937,2015,0,0,0,0,20632.5,1237.95,0,0
51078,2015,0,0,590.4,23.616,0,0,0,0
51148,2015,0,0,0,0,0,0,405,24.3
51343,2015,17580,1406.4,0,0,0,0,0,0
51422,2015,0,0,20638.8,825.552,0,0,0,0
51503,2015,0,0,0,0,0,0,404.1,24.246
51832,2015,4650,372,0,0,0,0,0,0
51833,2015,0,0,0,0,0,0,47.6,2.856
51869,2015,0,0,NA,9.504,0,0,0,0
52105,2015,0,0,2692.8,107.712,0,0,0,0
52327,2015,0,0,0,0,0,0,4422,265.32
52328,2015,0,0,1360.8,54.432,0,0,0,0
52443,2015,0,0,7571.2,302.848,0,0,0,0
52797,2015,0,0,0,0,40294.8,2417.688,0,0
53346,2015,0,0,303.52,12.1408,0,0,0,0
53589,2015,4140,331.2,0,0,0,0,0,0
53829,2015,35308,2824.64,0,0,0,0,0,0
